ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
602-46-2781|213176774239355|Melissa|Robinson|F|732 Meyer Forge|Chattanooga|TN|37412|35.0015|-85.2384|198659|Translator|1962-07-08|847904844115|adults_50up_female_urban.json
192-11-5648|5202607721434865|Tyler|Carroll|M|3715 Alvarez Creek Apt. 520|Teutopolis|IL|62467|39.132|-88.4767|3741|Surveyor, minerals|1954-09-06|616618983301|adults_50up_male_urban.json
068-72-7425|4950793377310|Vickie|Salazar|F|1485 Patricia Trafficway|Nebraska City|NE|68410|40.6747|-95.8619|8716|Designer, jewellery|1965-08-14|758853564449|adults_50up_female_urban.json
686-48-9938|4826800907220872|Angela|Moore|F|945 John Row|Ringgold|GA|30736|34.9205|-85.1549|41029|Jewellery designer|1957-06-11|453420705790|adults_50up_female_urban.json
135-31-3436|2279987517579031|Carol|Smith|F|0941 Rogers Extension|Owings Mills|MD|21117|39.4269|-76.7769|53778|Health service manager|1928-04-14|51642767211|adults_50up_female_urban.json
526-81-8950|6558755850959141|George|Phillips|M|36694 Anderson Fall Suite 518|Las Vegas|NV|89142|36.148|-115.0404|1417793|Company secretary|1986-02-05|843050680596|adults_2550_male_urban.json
138-06-5054|4504621764346|Lisa|Harris|F|66740 Peters Springs Suite 985|Houston|TX|77057|29.7422|-95.4903|2906700|Site engineer|1967-06-21|490977749639|adults_50up_female_urban.json
636-10-1410|630467264184|Jermaine|Young|M|953 Kennedy Cliffs Apt. 493|Concord|NH|03301|43.2185|-71.5277|48532|Clinical molecular geneticist|1986-03-18|813600637476|adults_2550_male_urban.json
365-87-9792|213143780470408|Karen|Lawrence|F|1875 Hartman Fall Suite 920|Sutherlin|OR|97479|43.3904|-123.2974|9505|English as a second language teacher|1986-01-18|798642938409|adults_2550_female_urban.json
481-27-5609|30125672123006|Kristen|Peterson|F|153 Janice Falls Suite 660|Sylmar|CA|91342|34.3054|-118.4322|91725|Actor|1940-05-30|595198001572|adults_50up_female_urban.json
897-43-8047|213169030341362|Gina|Lopez|F|8499 Glenn Unions Suite 070|Black Hawk|SD|57718|44.1512|-103.3486|6307|Physiological scientist|2002-01-11|25958681886|young_adults_female_urban.json
279-49-1628|4370049174436871635|Kathy|Park|F|15774 Jocelyn Glens Suite 866|Easley|SC|29640|34.829|-82.5796|60135|Community development worker|1998-12-19|165457271513|adults_2550_female_urban.json
779-70-8184|4427853141988726346|Michael|Jackson|M|33998 David Port|New Baltimore|MI|48047|42.673|-82.7753|56734|Aeronautical engineer|1964-11-18|506867552589|adults_50up_male_urban.json
842-16-3468|4448456771541766|James|Phillips|M|939 Patricia Locks Suite 576|East Setauket|NY|11733|40.9426|-73.1116|18949|Regulatory affairs officer|1961-10-09|867242481409|adults_50up_male_urban.json
461-97-6546|376664760852086|Michael|Hebert|M|645 House Cliffs|Livingston|CA|95334|37.3763|-120.7252|15457|Recycling officer|2000-09-15|65986832913|young_adults_male_urban.json
587-80-8803|180082988727541|Natalie|Thomas|F|1850 Zamora Extension|Los Angeles|CA|90043|33.9871|-118.3321|2383912|Therapist, nutritional|1980-10-13|591961896448|adults_2550_female_urban.json
803-87-3804|4400672466390329|Rebecca|Miller|F|31839 John Brooks|Romulus|MI|48174|42.2203|-83.3583|31515|Careers information officer|1942-11-26|880949496519|adults_50up_female_urban.json
270-86-0352|6548855875524525|Keith|Garcia|M|3697 Reed Station|Bayville|NY|11709|40.9074|-73.5601|6669|Scientist, research (medical)|1953-04-18|348799108469|adults_50up_male_urban.json
464-74-8950|4135566963385|Michael|Andrews|M|417 Mark Springs Suite 019|Spokane|WA|99208|47.7374|-117.4352|342856|Volunteer coordinator|1987-06-24|643171232954|adults_2550_male_urban.json
794-95-7081|4694762936842689|Shannon|Copeland|F|736 Cunningham Villages Apt. 102|Carlisle|PA|17013|40.2417|-77.1983|55373|Research officer, trade union|1993-10-09|85097004031|adults_2550_female_urban.json
778-08-5126|3503872121519043|Steven|Simon|M|44622 Clifford Junction Suite 633|Mc Calla|AL|35111|33.2845|-87.1024|16140|Town planner|1983-08-23|389459531379|adults_2550_male_urban.json
535-20-4718|4625381403070|Emily|Blackburn|F|42024 Lopez Key Apt. 745|Victorville|CA|92392|34.4802|-117.4082|130495|Administrator, education|1977-03-29|660332451889|adults_2550_female_urban.json
756-32-3017|213199970244045|Tanya|Harris|F|077 Elizabeth Extensions|Victoria|TX|77904|28.8675|-96.999|80531|Fashion designer|1979-03-24|363687859321|adults_2550_female_urban.json
707-31-2118|38376554761726|Jeremy|Alvarez|M|5481 Mcdonald Court|Loganville|GA|30052|33.8769|-83.8968|59451|Education administrator|1975-11-27|429106477699|adults_2550_male_urban.json
439-14-5564|4939294270215012|Daniel|Scott|M|390 Moore River|Chicago|IL|60629|41.7781|-87.7069|2680484|Solicitor, Scotland|1997-10-28|674191465506|adults_2550_male_urban.json
339-65-2965|4733912990371912750|Linda|Bradley|F|7142 Kristine Corners Suite 220|Mastic Beach|NY|11951|40.7657|-72.8537|13680|Nurse, adult|1943-11-29|720937640717|adults_50up_female_urban.json
334-77-1456|501844364361|Debra|King|F|969 Johnny Estate|Vallejo|CA|94591|38.0985|-122.2124|119080|Actor|1960-11-24|62841988371|adults_50up_female_urban.json
645-20-2706|36835278087850|Mary|Rodriguez|F|85300 Brianna Circle|Cranston|RI|02920|41.7716|-71.4659|70908|Pharmacologist|1942-10-07|696693974010|adults_50up_female_urban.json
351-66-6949|4754658617284703|Daisy|Hill|F|332 Wilkins Knoll Suite 841|Wyoming|MN|55092|45.3364|-92.9675|10840|Lecturer, higher education|1991-10-12|821613011520|adults_2550_female_urban.json
753-26-5455|2457351851769654|Michele|Knight|F|6003 Seth Island Apt. 296|Fort Kent|ME|04743|47.0565|-68.2559|4676|Glass blower/designer|1968-12-23|281388377661|adults_50up_female_urban.json
144-12-0143|3522514557953729|David|Sanders|M|1426 Lewis Ferry|Nogales|AZ|85621|31.377|-110.9435|23054|Water engineer|1995-09-08|519030708856|adults_2550_male_urban.json
559-10-3616|30229821093522|Emily|Werner|F|229 Johnson Stravenue|Tuba City|AZ|86045|36.1037|-111.2686|11354|Industrial/product designer|1967-07-28|431935265192|adults_50up_female_urban.json
571-34-0420|36953908783473|Jennifer|Mcdaniel|F|78244 Jordan Lock|West Covina|CA|91792|34.0229|-117.8975|108175|Multimedia programmer|1996-07-11|341911893438|adults_2550_female_urban.json
576-29-7069|4943868250855923|Felicia|Schultz|F|726 Cunningham Vista|Edwards|CA|93523|35.2582|-118.1302|3303|Dancer|1990-05-28|885668277569|adults_2550_female_urban.json
336-58-2603|30346892704728|Cheryl|Powers|F|4666 Brandon Courts|Marietta|GA|30064|33.9343|-84.6076|302309|Hydrogeologist|1967-11-09|801438729906|adults_50up_female_urban.json
090-70-0790|6528868879244945|Steve|Molina|M|86956 Jerome Hills Suite 088|Lees Summit|MO|64081|38.9142|-94.4073|96149|Estate agent|2000-02-22|720246272612|young_adults_male_urban.json
890-13-8921|4169347691239|Johnny|Snyder|M|980 Kimberly Wells|Newark|DE|19702|39.6349|-75.6993|138967|Designer, industrial/product|1974-01-03|33499879672|adults_2550_male_urban.json
395-28-1570|180020023915234|Benjamin|Lee|M|314 Brittney Fall Apt. 270|El Reno|OK|73036|35.5335|-97.9591|18595|Education officer, museum|1987-08-12|134193703141|adults_2550_male_urban.json
610-55-7929|4129590317756904|Aimee|Smith|F|917 Melton Ville|Midway City|CA|92655|33.7446|-117.984|8337|Engineer, petroleum|1976-09-09|832454120654|adults_2550_female_urban.json
302-40-8677|4387151547467|Malik|Wilson|M|870 Timothy Place|Milwaukee|WI|53218|43.1122|-87.9932|817312|Electronics engineer|1937-12-04|38251466665|adults_50up_male_urban.json
055-06-3890|4834912321600595|Seth|Lewis|M|183 Felicia Throughway Suite 276|Kimberly|WI|54136|44.2701|-88.3384|6406|Designer, multimedia|1994-08-29|160464041035|adults_2550_male_urban.json
890-06-2688|2241167954283265|Johnny|Johnson|M|7811 Benitez Mountain|Brooklyn|NY|11218|40.6424|-73.9758|2504700|Software engineer|2003-04-21|809220949382|young_adults_male_urban.json
613-01-2942|345386426730229|Andrew|Berry|M|5304 Michael Flat|Saint Louis|MO|63136|38.7196|-90.27|927396|Careers adviser|1956-08-13|573843426614|adults_50up_male_urban.json
799-10-0994|4075508485284677|Jeremy|Hall|M|467 Williams Avenue Apt. 076|Greencastle|IN|46135|39.6495|-86.8686|20992|Government social research officer|1966-07-24|324956707469|adults_50up_male_urban.json
348-66-3806|370172727973280|Chelsea|Johnson|F|05112 Margaret Glens|Council Bluffs|IA|51501|41.2324|-95.8751|71782|Air broker|1978-05-16|985382224816|adults_2550_female_urban.json
871-50-8752|502099050242|Andrew|Edwards|M|747 Jennifer Mount|Marietta|OH|45750|39.4281|-81.4644|27785|Artist|1959-08-25|432367027773|adults_50up_male_urban.json
554-46-7208|3588631240790440|Kimberly|Miller|F|819 Robin Courts|Yonkers|NY|10703|40.9518|-73.8852|177756|Graphic designer|1983-03-28|999958349264|adults_2550_female_urban.json
716-53-8190|3577619524960170|Andrew|Hernandez|M|6451 Berg Mountain|Woodland Park|CO|80863|38.9969|-105.0623|11754|Architect|1979-05-29|971216386173|adults_2550_male_urban.json
682-27-9096|575347827728|Frank|Lopez|M|95928 Warren Point|Dittmer|MO|63023|38.3155|-90.6911|5831|Public relations account executive|1954-03-11|261064605967|adults_50up_male_urban.json
726-65-8174|4299335702409394|Jonathan|Wade|M|984 Mitchell Heights|Lucasville|OH|45648|38.8938|-82.994|13372|Geographical information systems officer|1973-04-10|743610516425|adults_50up_male_urban.json
255-75-9130|4652391886763|Carol|Maddox|F|53340 Mccoy Centers Apt. 663|Humble|TX|77346|30.0042|-95.1728|194500|Financial trader|1992-06-24|855858861945|adults_2550_female_urban.json
120-34-2183|2286345263628869|Christopher|Robinson|M|0444 Cox Stravenue Apt. 434|Fort Wayne|IN|46807|41.0491|-85.1462|305409|Horticultural therapist|1986-01-04|162925355242|adults_2550_male_urban.json
080-14-7655|379449574218840|Christopher|Garrett|M|3815 Evan Creek Apt. 647|Buford|GA|30518|34.1124|-83.9965|85023|Tree surgeon|1969-11-10|988588245419|adults_50up_male_urban.json
677-50-4724|4247353998759151|Cynthia|Smith|F|1451 Melissa Neck Apt. 305|Amboy|WA|98601|45.9195|-122.4574|2982|Psychologist, occupational|1998-07-24|978448383982|adults_2550_female_urban.json
176-34-5314|3510812464378624|Elizabeth|Garner|F|6066 Wilson Burg|Waco|TX|76706|31.5171|-97.1198|148766|Multimedia programmer|1968-12-22|952662412106|adults_50up_female_urban.json
642-53-3971|3549121879065064|Billy|Mejia|M|59011 Lucas Dam Apt. 160|Mineral Bluff|GA|30559|34.9341|-84.2541|4333|Accommodation manager|1977-03-29|283080324392|adults_2550_male_urban.json
192-62-2705|180083212086142|Nicole|Williamson|F|50796 Williamson Via Suite 842|Thomasville|NC|27360|35.8713|-80.0913|46084|Amenity horticulturist|1940-10-16|68424993099|adults_50up_female_urban.json
070-37-1389|4246073723861595282|Michele|Cameron|F|5763 Park Rest Apt. 930|Dunnellon|FL|34434|28.9938|-82.4241|34926|Librarian, public|1953-01-09|546811148245|adults_50up_female_urban.json
589-61-9844|4676074105939482|Brian|Smith|M|90356 Nancy Pines Suite 869|Leesburg|FL|34748|28.808|-81.8858|55765|Music therapist|1946-04-04|787806673642|adults_50up_male_urban.json
876-80-6868|4476075121010|Jonathan|Anderson|M|264 Melendez Pine|Tuskegee Institute|AL|36088|32.4145|-85.7252|4767|Advice worker|1986-07-06|862757779535|adults_2550_male_urban.json
876-36-5657|3508593565352437|John|Chavez|M|76557 Todd Wall Suite 852|Houston|TX|77047|29.6254|-95.375|2906700|Lawyer|1973-06-11|185010219709|adults_50up_male_urban.json
339-96-9025|4790175227929496529|Daniel|Weber|M|9990 Brian Fork Suite 407|Saint Albans|ME|04971|44.9293|-69.3992|2005|Academic librarian|1998-10-20|614433082015|adults_2550_male_rural.json
778-12-5612|3524269575385135|Megan|Franklin|F|3529 Butler Inlet Apt. 620|Brooklyn|NY|11213|40.67|-73.9366|2504700|Geoscientist|2003-12-02|558601517161|young_adults_female_urban.json
145-03-6519|4461189787377|Briana|White|F|9338 Justin Station Apt. 716|San Jose|CA|95110|37.3391|-121.9016|973849|Art therapist|2004-01-19|270550224877|young_adults_female_urban.json
849-95-3792|676154418435|Jennifer|Brock|F|20931 Thomas Plaza Apt. 210|Mentor|OH|44060|41.6895|-81.3421|60211|Telecommunications researcher|1973-11-19|534360521581|adults_50up_female_urban.json
511-59-7599|30365764554599|Stephen|Clark|M|543 Ingram Stravenue|La Habra|CA|90631|33.9331|-117.9494|67619|Clinical psychologist|1961-01-22|988305813459|adults_50up_male_urban.json
144-49-3348|3553308923331351|Meghan|Lucero|F|855 Steven Divide Suite 406|Bronx|NY|10456|40.8316|-73.9099|1382480|Corporate investment banker|1963-09-19|875315540507|adults_50up_female_urban.json
015-50-7210|4514487621648342799|Jesse|Brown|M|69572 Jackson Bypass Apt. 358|Leesburg|VA|20175|39.042|-77.6054|73675|Water quality scientist|1953-05-18|499102022495|adults_50up_male_urban.json
787-15-2635|348488919949519|Janet|Hardy|F|945 Douglas Hill|Lake Worth|FL|33463|26.5955|-80.1291|215808|Hydrogeologist|1981-09-21|276735733632|adults_2550_female_urban.json
148-31-9572|501841524280|Jaime|Medina|F|7018 Gill Rapid Suite 014|Clovis|NM|88101|34.4126|-103.2214|45006|Mining engineer|1970-12-08|820525532993|adults_50up_female_urban.json
696-97-3744|6525028004177071|David|Haynes|M|31613 Smith Oval Apt. 164|Houston|TX|77009|29.7936|-95.3675|2906700|Maintenance engineer|1945-12-17|354255050661|adults_50up_male_urban.json
500-45-4729|4832867851506681|Taylor|Jones|F|715 Houston Springs Suite 166|Averill Park|NY|12018|42.6365|-73.5504|7930|Surveyor, minerals|1951-01-14|644183949911|adults_50up_female_urban.json
045-73-3925|6011646059551618|Sharon|Jones|F|563 David Landing|Rocky Mount|NC|27803|35.9238|-77.835|72025|Cabin crew|1962-04-05|165402453963|adults_50up_female_urban.json
405-78-6621|2712126974869784|Elizabeth|Olson|F|319 Spears Centers Suite 270|Morristown|MN|55052|44.2342|-93.4525|2090|Gaffer|2000-09-11|226381805203|young_adults_female_rural.json
585-24-2957|346423012746902|Ashley|Myers|F|198 Sanchez Springs|Tuckerton|NJ|08087|39.5881|-74.3646|24104|Adult guidance worker|1964-03-23|579119881903|adults_50up_female_urban.json
684-45-3707|6011622306356739|Martin|Gomez|M|6942 Mcbride Alley Suite 003|Wilmington|NC|28411|34.3033|-77.8039|186140|Designer, jewellery|1970-05-05|225351667073|adults_50up_male_urban.json
224-97-2089|4746352356118820384|Aaron|Cameron|M|621 Gonzalez Run Apt. 112|Temple|TX|76502|31.071|-97.3898|72710|Retail buyer|1996-08-17|89172577299|adults_2550_male_urban.json
497-78-0492|4666369472810|Matthew|Moore|M|845 James Spur Suite 902|Springfield|MO|65807|37.1668|-93.3085|219752|Tourist information centre manager|1990-11-17|34330422579|adults_2550_male_urban.json
503-47-3584|341324527567194|Lynn|Williams|F|56878 Stephen Cliff|Lubbock|TX|79423|33.5146|-101.8795|254282|Comptroller|1971-08-27|943608647867|adults_50up_female_urban.json
338-20-4654|3589185298388200|Terry|Jones|M|9777 Adams Corners|Ocean Springs|MS|39564|30.4404|-88.7801|56405|Financial trader|1958-07-17|796286759421|adults_50up_male_urban.json
419-46-7217|6528226195490298|Elizabeth|Foley|F|45776 Jones Freeway Suite 550|Miami|FL|33155|25.7392|-80.3103|1737737|Analytical chemist|1943-11-21|986584198097|adults_50up_female_urban.json
872-12-6022|3567832395936011|Kerry|Mitchell|M|706 Rodriguez Trail|Macomb|MI|48044|42.6442|-82.8985|79580|Land|1960-10-28|251991549852|adults_50up_male_urban.json
036-91-8701|30072020338813|Terri|Moore|F|7637 Sheryl Flats Suite 344|Riverside|CA|92509|34.0033|-117.445|419138|Retail manager|1938-12-10|416164366273|adults_50up_female_urban.json
431-62-0016|30190565743963|Katherine|Johnson|F|7393 Philip Stream Apt. 954|Concord|NC|28025|35.3716|-80.53|104595|Physicist, medical|2001-04-20|605136262763|young_adults_female_urban.json
546-64-3950|3558868102531290|Rebecca|Henderson|F|54780 Anna Path Apt. 401|Columbia|SC|29203|34.0635|-81.0265|333497|Hospital doctor|1987-03-31|134802296194|adults_2550_female_urban.json
623-60-0213|501819007383|Jonathan|Flores|M|3474 Megan Terrace Apt. 908|Jacksonville|FL|32224|30.3031|-81.4404|847415|Trade mark attorney|1976-09-25|112855825142|adults_2550_male_urban.json
110-74-8703|377183213054280|Marcia|Pena|F|1119 James Knoll|Chicago|IL|60640|41.9719|-87.6624|2680484|Tourist information centre manager|1987-03-03|946182290064|adults_2550_female_urban.json
592-38-2721|4125979990323880|Michael|Shelton|M|6062 Kemp Villages Apt. 340|Seattle|WA|98136|47.5398|-122.3878|837792|Engineer, petroleum|1962-06-27|672438011451|adults_50up_male_urban.json
564-28-8746|30443081836328|Melissa|Carroll|F|970 Paul Light|Jeffersonville|IN|47130|38.3078|-85.7359|44722|Financial manager|1997-01-02|182578198204|adults_2550_female_urban.json
484-16-5706|4851331178605776778|Benjamin|Taylor|M|30287 Lara Groves|Milton|WV|25541|38.414|-82.1458|9350|Analytical chemist|1993-02-24|551291357916|adults_2550_male_urban.json
771-24-3904|4360677871924974|Mary|Thompson|F|7136 Johnston Mall Suite 451|Bridgeport|CT|06606|41.2091|-73.2086|144195|Insurance broker|1973-03-28|250466837622|adults_50up_female_urban.json
365-98-2912|374488252699017|Robert|Diaz|M|15673 Amy Key|Union City|TN|38261|36.4263|-89.0667|16919|Cabin crew|1977-05-26|503884562357|adults_2550_male_urban.json
294-95-6889|30050680983839|Willie|Villarreal|M|6502 Flores Meadow|Cincinnati|OH|45212|39.1642|-84.4522|795220|Arts development officer|1994-07-22|329104468388|adults_2550_male_urban.json
386-26-3950|4349524570519|Emily|Gilmore|F|782 Lee Plains Apt. 324|Stratford|WI|54484|44.7899|-90.0583|4984|Dance movement psychotherapist|1991-09-16|96482090649|adults_2550_female_urban.json
113-86-8608|3528697476237037|Michael|Cooper|M|8726 Ashley Ways Apt. 192|Providence|RI|02908|41.8383|-71.4377|203571|Editorial assistant|1959-11-04|630174369260|adults_50up_male_urban.json
093-99-2879|3528062539418548|Gloria|Ramirez|F|8831 Cannon Center|Schenectady|NY|12302|42.88|-73.9913|162643|Exhibition designer|1969-07-18|439577689590|adults_50up_female_urban.json
029-26-2598|213167354904799|Robert|Payne|M|7168 Pena Course Apt. 250|Taylorsville|NC|28681|35.901|-81.2124|25910|Scientist, water quality|1984-08-23|190773111205|adults_2550_male_urban.json
418-69-5141|6534760882309256|Kimberly|Thompson|F|7363 Randy Gardens Apt. 846|Little Rock|AR|72223|34.7902|-92.5044|214454|Architectural technologist|1972-05-15|515839006074|adults_50up_female_urban.json
763-51-2495|213133649084748|Kenneth|Welch|M|43031 Jennifer Spurs Apt. 663|Delano|CA|93215|35.7715|-119.2459|55659|Mining engineer|1974-05-13|195126947769|adults_2550_male_urban.json
537-36-5945|371408579622958|Bill|Monroe|M|486 Benjamin Street|Midway|UT|84049|40.5093|-111.4776|4372|Patent examiner|1998-11-20|50454944116|adults_2550_male_urban.json
810-08-2993|6011469017495384|Sandra|Weber|F|44106 Sims Plains Suite 573|Medina|OH|44256|41.1404|-81.8584|62039|Data scientist|1993-06-14|85509266800|adults_2550_female_urban.json
358-08-2912|4238935440711078|Peter|Jensen|M|23050 Hamilton Court Suite 853|Ocean Shores|WA|98569|47.072|-124.1525|5784|Environmental education officer|1969-08-25|217570408071|adults_50up_male_urban.json
